Name,ID,Identifier,Type
Vricon,6933,vricon,Regex
Vricon,6933,https://permid.org/1-5046317435,PermID
Vricon,6933,https://www.crunchbase.com/organization/vricon,Crunchbase URL
Nissan Motor Corporation,597,802757,BGOV
Nissan Motor Corporation,597,grid.450033.1,GRID
Nissan Motor Corporation,597,grid.466950.8,GRID
Nissan Motor Corporation,597,grid.436438.e,GRID
Nissan Motor Corporation,597,grid.436440.1,GRID
Nissan Motor Corporation,597,\bnissan\s+motor\b|\bnissan\s+motor\s+co.?.?\s+ltd.?\b|\bnissan\s\W+united\b|\bnissan\s+motor\s+corporation\b|(^|\^)nissan($|\^),Regex
Nissan Motor Corporation,597,4295877341,PermID
Nissan Motor Corporation,597,https://www.linkedin.com/company/nissan-motor-corporation,LinkedIn
Nissan Motor Corporation,597,https://www.crunchbase.com/organization/nissan-motor,Crunchbase URL
Nissan Motor Corporation,597,718eb41b-a309-8cd4-5e01-9958ac876ee5,Crunchbase UUID
Cloudwalk,58,\bcloudwalk(?:\s+technology)?(?:\s+co\s+ltd)?\b|\b云从科技\b,Regex
Cloudwalk,58,5059934205,PermID
Cloudwalk,58,https://www.crunchbase.com/organization/cloudwalk,Crunchbase URL
Cloudwalk,58,4254d36b-68ce-049e-040a-df4ab90b095d,Crunchbase UUID
Ehang,83,\behang\s+inc\b|\byihang\s+shineng\b|\b亿航智能\b|\bguangzhou\s+ehang\s+intelligent\s+technology\s+co.?\s+ltd\b|\behang\b,Regex
Ehang,83,5044196290,PermID
Ehang,83,https://www.linkedin.com/company/ehang-inc-,LinkedIn
Ehang,83,https://www.crunchbase.com/organization/ehang,Crunchbase URL
Ehang,83,899db2bc-6b04-d1e4-aba2-2551a86b5532,Crunchbase UUID
Lumen Technologies,2253,927502,BGOV
Lumen Technologies,2253,10734750,BGOV
Lumen Technologies,2253,5374752,BGOV
Lumen Technologies,2253,grid.480053.a,GRID
Lumen Technologies,2253,\bdti\s+holdings\s+inc\b|(^|\^)centurytel($|\^)|\bcenturylink.?\s+inc\b|\bcenturylink\s\W\b|(^|\^)lumen($|\^)|\blumen\s+technologies.?\s+inc.?\b|\bcenturylink\s+inc\b,Regex
Lumen Technologies,2253,4295912040,PermID
Lumen Technologies,2253,https://www.linkedin.com/company/lumentechnologies,LinkedIn
Lumen Technologies,2253,https://www.crunchbase.com/organization/centurylink,Crunchbase URL
Lumen Technologies,2253,1c749f29-de15-bc2a-6cef-73643a25ece0,Crunchbase UUID
Pool Corporation,3091,\bPOOLCORP\b|\bPool\s+Corporation\b,Regex
Pool Corporation,3091,4295907828,PermID
Pool Corporation,3091,https://www.linkedin.com/company/poolcorp,LinkedIn
Pool Corporation,3091, https://www.crunchbase.com/organization/pool-corporation,Crunchbase URL
Pool Corporation,3091, 58bf7521-01c1-e91b-0308-8a9b009800f1,Crunchbase UUID
Entergy,2303,684364,BGOV
Entergy,2303,(^|\^)entergy($|\^)|\bentergy\s+corporation\b|(^|\^)entergy\s+corp.?\b,Regex
Entergy,2303,4295903931,PermID
Entergy,2303,https://www.linkedin.com/company/entergy,LinkedIn
Entergy,2303,https://www.crunchbase.com/organization/entergy-corporation,Crunchbase URL
Entergy,2303,9ef3cf29-4caa-57d1-f391-7869e4d1935a,Crunchbase UUID
Hormel Foods,2357,690464,BGOV
Hormel Foods,2357,grid.467391.e,GRID
Hormel Foods,2357,(^|\^)hormel\s+foods\b|\bhormel\s+foods\s+corporation\b|\bhormel\s+foods\s+corp.?\b,Regex
Hormel Foods,2357,4295904183,PermID
Hormel Foods,2357,https://www.linkedin.com/company/hormel-foods,LinkedIn
Hormel Foods,2357,https://www.crunchbase.com/organization/hormel-foods,Crunchbase URL
Hormel Foods,2357,6f332455-c348-2d07-26d1-48f405ec9179,Crunchbase UUID
C. H. Robinson Worldwide,2239,837487,BGOV
C. H. Robinson Worldwide,2239,\bch\s+robinson\s+worldwide\s+inc\b|\bc.?h.?\s+robinson\b|\bc.?h.?\s+robinson\s+worldwide.?\s+inc.?\b|\bc.?h.?\s+robinson\s+worldwide.?\s+inc.?\s+.?c.?h.?\s+robinson.?\b|\bc.?\s+h.?\s+robinson\s+worldwide\b,Regex
C. H. Robinson Worldwide,2239,4295905810,PermID
C. H. Robinson Worldwide,2239,https://www.linkedin.com/company/c-h-robinson,LinkedIn
C. H. Robinson Worldwide,2239,https://www.crunchbase.com/organization/c-h-robinson,Crunchbase URL
C. H. Robinson Worldwide,2239,7a79bb67-ba9e-6695-ea98-51143ca8947a,Crunchbase UUID
Fastenal,2316,664949,BGOV
Fastenal,2316,10717955,BGOV
Fastenal,2316,883371,BGOV
Fastenal,2316,10560354,BGOV
Fastenal,2316,10737245,BGOV
Fastenal,2316,840729,BGOV
Fastenal,2316,1183602,BGOV
Fastenal,2316,\bfastenal\s+company\b|(^|\^)fastenal($|\^)|\bfastenal\s+co\b,Regex
Fastenal,2316,4295906431,PermID
Fastenal,2316,https://www.linkedin.com/company/fastenal,LinkedIn
Fastenal,2316,https://www.crunchbase.com/organization/fastenal-company,Crunchbase URL
Fastenal,2316,f6639bf8-f703-ce15-321e-63b87bd5f3a5,Crunchbase UUID
Best Buy,1995,(^|\^)\bBest.?Buy\b|\bBest\s+Buy\s+Alumni\s+Founded\s+Companies\b|\b百思买\b,Regex
Best Buy,1995,4295903556,PermID
Best Buy,1995,https://www.linkedin.com/company/best-buy,LinkedIn
Best Buy,1995, https://www.crunchbase.com/organization/bestbuy,Crunchbase URL
Best Buy,1995, b1c5d726-1242-7ae0-98d3-71e4f0c6578d,Crunchbase UUID
UnitedHealth Group,818,687710,BGOV
UnitedHealth Group,818,grid.435671.2,GRID
UnitedHealth Group,818,\bunitedhealth\s+group\b|\bunitedhealth\s+group\s+inc.?\b|\bunitedhealth\s+group\s+inc\b,Regex
UnitedHealth Group,818,5046300101,PermID
UnitedHealth Group,818,https://www.linkedin.com/company/unitedhealth-group,LinkedIn
UnitedHealth Group,818,https://www.crunchbase.com/organization/unitedhealth-group,Crunchbase URL
UnitedHealth Group,818,ac475c6d-765f-c03d-c2a6-4515028e74df,Crunchbase UUID
Unum Group,2523,grid.467591.8,GRID
Unum Group,2523,\bunum\s+insurance\b|\bunum\s+group\b,Regex
Unum Group,2523,4295912315,PermID
Unum Group,2523,https://www.linkedin.com/company/unum,LinkedIn
Unum Group,2523,https://www.crunchbase.com/organization/unum-corporation,Crunchbase URL
Unum Group,2523,5d810b7a-629c-2858-ae4b-72d14309fdda,Crunchbase UUID
HCA Healthcare,1963,\bMidamerica\s+Division|\bHCA\s+Healthcare\b,Regex
HCA Healthcare,1963,5001208951,PermID
HCA Healthcare,1963,https://www.linkedin.com/company/hca,LinkedIn
HCA Healthcare,1963, https://www.crunchbase.com/organization/hca-midamerica-division,Crunchbase URL
HCA Healthcare,1963, 9f3d2c46-8b20-4933-9d5e-f042a53c3a5d,Crunchbase UUID
Dollar General,2178,\bDollar\s+General\b,Regex
Dollar General,2178,4295903123,PermID
Dollar General,2178,https://www.linkedin.com/company/dollar-general,LinkedIn
Dollar General,2178, https://www.crunchbase.com/organization/dollar-general-corporation,Crunchbase URL
Dollar General,2178, b1d38f6c-c3a8-0dd4-e543-d7dc49894ae2,Crunchbase UUID
Eastman Chemical,2298,6047408,BGOV
Eastman Chemical,2298,grid.418730.9,GRID
Eastman Chemical,2298,grid.474517.4,GRID
Eastman Chemical,2298,(^|\^)eastman($|\^)|\beastman\s+chemical\s+co\b|\beastman\s+chemical\s+company\b|\beastman\s+chemical\b,Regex
Eastman Chemical,2298,4295903892,PermID
Eastman Chemical,2298,https://www.linkedin.com/company/eastman,LinkedIn
Eastman Chemical,2298,https://www.crunchbase.com/organization/eastman-chemical-company,Crunchbase URL
Eastman Chemical,2298,35dd55d4-c413-ea3a-000d-9ef314c67a44,Crunchbase UUID
Tractor Supply Company,2511,910946,BGOV
Tractor Supply Company,2511,708546,BGOV
Tractor Supply Company,2511,\btractor\s+supply\s+co\b|\btractor\s+supply\b|\btractor\s+supply\s+company\b,Regex
Tractor Supply Company,2511,4295908164,PermID
Tractor Supply Company,2511,https://www.linkedin.com/company/tractor-supply-company,LinkedIn
Tractor Supply Company,2511,https://www.crunchbase.com/organization/tractor-supply-company,Crunchbase URL
Tractor Supply Company,2511,f07be62c-c964-9e17-c5c0-a5f988dca1c0,Crunchbase UUID
Fiserv,2322,780766,BGOV
Fiserv,2322,grid.497120.9,GRID
Fiserv,2322,\bfiserv.?\s+inc.?\b|(^|\^)fiserv\b|\bfiserv\s+inc\b,Regex
Fiserv,2322,4295906509,PermID
Fiserv,2322,https://www.linkedin.com/company/fiserv,LinkedIn
Fiserv,2322,https://www.crunchbase.com/organization/fiserv,Crunchbase URL
Fiserv,2322,7b7e520c-b096-b774-d6cc-6bd6fd202d4b,Crunchbase UUID
Generac,6964,\bgenerac\b,Regex
Generac,6964,https://permid.org/1-5000469187,PermID
Generac,6964,https://www.linkedin.com/company/generac-power-systems/,LinkedIn
Generac,6964,https://www.crunchbase.com/organization/generac-power-systems,Crunchbase URL
Alliant Energy,2205,965604,BGOV
Alliant Energy,2205,grid.431131.5,GRID
Alliant Energy,2205,\balliant\s+energy\b|\balliant\s+energy\s+corporation\b|\balliant\s+energy\s+corp\b,Regex
Alliant Energy,2205,4295911995,PermID
Alliant Energy,2205,https://www.linkedin.com/company/alliant-energy,LinkedIn
Alliant Energy,2205,https://www.crunchbase.com/organization/alliant-energy,Crunchbase URL
Alliant Energy,2205,6e1637a9-e242-e815-0eac-528ff2390546,Crunchbase UUID
Snap-On,2492,832555,BGOV
Snap-On,2492,10756540,BGOV
Snap-On,2492,grid.480364.d,GRID
Snap-On,2492,\bsnap.?on\s+inc\b|\bsnap.?on\s+incorporated\b|\bsnap.?on\s\W,Regex
Snap-On,2492,4295904934,PermID
Snap-On,2492,https://www.linkedin.com/company/snap-on,LinkedIn
Snap-On,2492,https://www.crunchbase.com/organization/snap-on,Crunchbase URL
Snap-On,2492,b16b5d0a-f2d2-6eb1-b2fa-541671ce9dc5,Crunchbase UUID
Kohl's,2387,\bkohl.?s\s+corporation\b|(^|\^)kohl.?s($|\^)|\bkohl.?s\s+corp.?\b,Regex
Kohl's,2387,4295904377,PermID
Kohl's,2387,https://www.linkedin.com/company/kohls-department-stores,LinkedIn
Kohl's,2387,https://www.crunchbase.com/organization/kohl-s,Crunchbase URL
Kohl's,2387,fa4d9173-493b-f3d0-b343-c7e884aff7ad,Crunchbase UUID
BYD,6915,https://ror.org/03kkp9n92,ROR
BYD,6915,\bbyd\b|比亚迪汽车|比亚迪汽车有限公司,Regex
BYD,6915,https://permid.org/1-4296930762,PermID
BYD,6915,https://www.linkedin.com/company/byd/,LinkedIn
BYD,6915,https://www.crunchbase.com/organization/byd-company,Crunchbase URL
Xiaopeng Motors,6914,\bxpeng\b|xiaopeng motor|广州小鹏汽车科技有限公司|小鹏汽车,Regex
Xiaopeng Motors,6914,https://permid.org/1-5056400127,PermID
Xiaopeng Motors,6914,https://www.linkedin.com/company/xiaopeng-motors/,LinkedIn
Xiaopeng Motors,6914,https://www.crunchbase.com/organization/xiaopeng-motors,Crunchbase URL
Public Storage,2465,705455,BGOV
Public Storage,2465,695247,BGOV
Public Storage,2465,709896,BGOV
Public Storage,2465,335957,BGOV
Public Storage,2465,\bpublic\s+storage\s+inc.?\b|\bpublic\s+storage\b,Regex
Public Storage,2465,4295904777,PermID
Public Storage,2465,https://www.linkedin.com/company/public-storage,LinkedIn
Public Storage,2465,https://www.crunchbase.com/organization/public-storage,Crunchbase URL
Public Storage,2465,77f34042-4d6b-343f-cf3f-8e6077469750,Crunchbase UUID
Molina Healthcare,6972,\bMolina\sHealthcare\b,Regex
Molina Healthcare,6972,https://permid.org/1-4295911073,PermID
Molina Healthcare,6972,https://www.linkedin.com/company/molina-healthcare/,LinkedIn
Molina Healthcare,6972,https://www.crunchbase.com/organization/molina-healthcare,Crunchbase URL
Midjourney,6906,\bmidjourney\b,Regex
Midjourney,6906,https://www.linkedin.com/company/midjourney/,LinkedIn
Midjourney,6906,https://www.crunchbase.com/organization/midjourney,Crunchbase URL
Edison International,2300,5365638,BGOV
Edison International,2300,grid.450239.9,GRID
Edison International,2300,\bedison\s+international\b|\bedison\s+int.?l\b,Regex
Edison International,2300,4295903910,PermID
Edison International,2300,https://www.linkedin.com/company/edison-international,LinkedIn
Edison International,2300,https://www.crunchbase.com/organization/edison-international,Crunchbase URL
Edison International,2300,c4b7747b-18b2-5f4d-3dc1-4441e23ef794,Crunchbase UUID
Bio-Rad Laboratories,3086,grid.481801.4,GRID
Bio-Rad Laboratories,3086,grid.481802.7,GRID
Bio-Rad Laboratories,3086,grid.418312.d,GRID
Bio-Rad Laboratories,3086,grid.472771.0,GRID
Bio-Rad Laboratories,3086,grid.473898.9,GRID
Bio-Rad Laboratories,3086,grid.511051.1,GRID
Bio-Rad Laboratories,3086,\bBio.?Rad.?Laboratories\b,Regex
Bio-Rad Laboratories,3086,4295908554,PermID
Bio-Rad Laboratories,3086,https://www.linkedin.com/company/bio-rad,LinkedIn
Bio-Rad Laboratories,3086, https://www.crunchbase.com/organization/bio-rad-laboratories,Crunchbase URL
Bio-Rad Laboratories,3086, 68069d7a-9608-050d-90be-9fd3d3df34a2,Crunchbase UUID
Lam Research,2391,10563146,BGOV
Lam Research,2391,grid.474020.5,GRID
Lam Research,2391,grid.467519.8,GRID
Lam Research,2391,\blam\s+research\s+corporation\b|\blam\s+research\s+corp\b|\blam\s+research\b,Regex
Lam Research,2391,4295906961,PermID
Lam Research,2391,https://www.linkedin.com/company/lam-research,LinkedIn
Lam Research,2391,https://www.crunchbase.com/organization/lam-research,Crunchbase URL
Lam Research,2391,60c14dcb-789b-edd0-1f68-8a10f02bc9fa,Crunchbase UUID
Chipotle Mexican Grill,2256,(^|\^)chipotle($|\^)|\bchipotle\s+mexican\s+grill\s+inc\b|\bchipotle\s+mexican\s+grill\b,Regex
Chipotle Mexican Grill,2256,4295900112,PermID
Chipotle Mexican Grill,2256,https://www.linkedin.com/company/chipotle-mexican-grill,LinkedIn
Chipotle Mexican Grill,2256,https://www.crunchbase.com/organization/chipotle-mexican-grill,Crunchbase URL
Chipotle Mexican Grill,2256,09dbda1a-ddf6-93a5-4d93-e5bea9fc4c2a,Crunchbase UUID
Agari Data,9,"\bagari\s+data.?\s+inc.?\b|(^|\^)agari,|(^|\^)agari($|\^)|\bagari\s+data\s+inc\b|\bagari\s+data\b",Regex
Agari Data,9,5037655708,PermID
Agari Data,9,https://www.linkedin.com/company/agari,LinkedIn
Agari Data,9,https://www.crunchbase.com/organization/agari-data,Crunchbase URL
Agari Data,9,a0386557-0ef0-cd91-8ffa-b7f4e3902b34,Crunchbase UUID
Live Nation Entertainment,2398,799792,BGOV
Live Nation Entertainment,2398,\blive\s+nation\s+entertainment\s+inc\b|\blive\s+nation\b|\blive\s+nation\s+worldwide\s+inc\b|\blive\s+nation\s+worldwide.?\s+inc.?\b|\blive\s+nation\s+entertainment\b,Regex
Live Nation Entertainment,2398,5000634824,PermID
Live Nation Entertainment,2398,https://www.linkedin.com/company/live-nation,LinkedIn
Live Nation Entertainment,2398,https://www.crunchbase.com/organization/live-nation-entertainment,Crunchbase URL
Live Nation Entertainment,2398,66120225-ce40-6f20-2021-0c5e363a2e26,Crunchbase UUID
Disney,1383,grid.426498.5,GRID
Disney,1383,grid.452365.3,GRID
Disney,1383,\bWalt\s+Disney\b|(^|\^)\bDisney\b($|\^),Regex
Disney,1383,5064610769,PermID
Disney,1383,https://www.linkedin.com/company/the-walt-disney-company,LinkedIn
Disney,1383,https://www.crunchbase.com/organization/the-walt-disney-company,Crunchbase URL
Disney,1383,756936c0-c335-f0ae-0a3d-fe26bdff5695,Crunchbase UUID
Kaiser Permanente,533,668679,BGOV
Kaiser Permanente,533,784252,BGOV
Kaiser Permanente,533,772402,BGOV
Kaiser Permanente,533,674887,BGOV
Kaiser Permanente,533,350058,BGOV
Kaiser Permanente,533,941595,BGOV
Kaiser Permanente,533,grid.490225.8,GRID
Kaiser Permanente,533,grid.414890.0,GRID
Kaiser Permanente,533,grid.492757.a,GRID
Kaiser Permanente,533,grid.414897.7,GRID
Kaiser Permanente,533,grid.490219.7,GRID
Kaiser Permanente,533,grid.414909.1,GRID
Kaiser Permanente,533,grid.492730.b,GRID
Kaiser Permanente,533,grid.492735.e,GRID
Kaiser Permanente,533,grid.414903.b,GRID
Kaiser Permanente,533,grid.492756.b,GRID
Kaiser Permanente,533,grid.488833.c,GRID
Kaiser Permanente,533,grid.414898.8,GRID
Kaiser Permanente,533,grid.492744.8,GRID
Kaiser Permanente,533,grid.492750.d,GRID
Kaiser Permanente,533,grid.414876.8,GRID
Kaiser Permanente,533,grid.414896.6,GRID
Kaiser Permanente,533,grid.414900.8,GRID
Kaiser Permanente,533,grid.492737.c,GRID
Kaiser Permanente,533,grid.490221.c,GRID
Kaiser Permanente,533,grid.414869.6,GRID
Kaiser Permanente,533,grid.414907.f,GRID
Kaiser Permanente,533,grid.492752.f,GRID
Kaiser Permanente,533,grid.490223.e,GRID
Kaiser Permanente,533,grid.490220.d,GRID
Kaiser Permanente,533,grid.414886.7,GRID
Kaiser Permanente,533,grid.414908.0,GRID
Kaiser Permanente,533,grid.492739.2,GRID
Kaiser Permanente,533,grid.492746.a,GRID
Kaiser Permanente,533,grid.490215.b,GRID
Kaiser Permanente,533,grid.414893.3,GRID
Kaiser Permanente,533,grid.414911.8,GRID
Kaiser Permanente,533,grid.490217.9,GRID
Kaiser Permanente,533,grid.414895.5,GRID
Kaiser Permanente,533,grid.414904.c,GRID
Kaiser Permanente,533,grid.414888.9,GRID
Kaiser Permanente,533,grid.280062.e,GRID
Kaiser Permanente,533,grid.492758.5,GRID
Kaiser Permanente,533,grid.440231.0,GRID
Kaiser Permanente,533,grid.477490.9,GRID
Kaiser Permanente,533,grid.492732.9,GRID
Kaiser Permanente,533,grid.492740.c,GRID
Kaiser Permanente,533,\bkaiser\s+(foundation|permanente)\b|\bpermanente health\b,Regex
Kaiser Permanente,533,4296597486,PermID
Kaiser Permanente,533,https://www.linkedin.com/company/kaiser-permanente,LinkedIn
Kaiser Permanente,533,https://www.crunchbase.com/organization/kaiser-permanente,Crunchbase URL
Kaiser Permanente,533,86205927-bac0-bd77-5f18-4887ea006f76,Crunchbase UUID
Enphase Energy,3161,\bEnphase\b,Regex
Enphase Energy,3161,4298065499,PermID
Enphase Energy,3161,https://www.linkedin.com/company/enphase-energy,LinkedIn
Enphase Energy,3161,https://www.crunchbase.com/organization/enphase-energy,Crunchbase URL
Enphase Energy,3161,5710b829-e639-fbc9-ee08-234f59549ef8,Crunchbase UUID
Activision Blizzard,2192,grid.497037.e,GRID
Activision Blizzard,2192,\bblizzard\s+entertainment.?\s+inc.?\b|\bactivision\s+blizzard\s+inc\b|\bactivision\s+blizzard\b,Regex
Activision Blizzard,2192,4298036388,PermID
Activision Blizzard,2192,https://www.linkedin.com/company/activision-blizzard,LinkedIn
Activision Blizzard,2192,https://www.crunchbase.com/organization/activision,Crunchbase URL
Activision Blizzard,2192,443b284c-9939-cbaa-e4e0-961b6819ab69,Crunchbase UUID
xAI,6988,\bx\.?ai\b,Regex
xAI,6988,https://permid.org/1-5042939603,PermID
xAI,6988,https://www.linkedin.com/company/xai,LinkedIn
xAI,6988,https://www.crunchbase.com/organization/xai,Crunchbase URL
Equinix,2306,665193,BGOV
Equinix,2306,\bequinix.?\s+inc.?\b|(^|\^)equinix($|\^),Regex
Equinix,2306,4295900491,PermID
Equinix,2306,https://www.linkedin.com/company/equinix,LinkedIn
Equinix,2306,https://www.crunchbase.com/organization/equinix,Crunchbase URL
Equinix,2306,e5c00cbd-ff5b-5600-d13a-6abc1181d1ed,Crunchbase UUID
Electronic Arts,1671,grid.434526.2,GRID
Electronic Arts,1671,grid.497079.4,GRID
Electronic Arts,1671,grid.450751.2,GRID
Electronic Arts,1671,\belectronic\s+arts\s\W\b|(^|\^)electronic\s+arts($|\^),Regex
Electronic Arts,1671,4295901526,PermID
Electronic Arts,1671,https://www.linkedin.com/company/electronic-arts,LinkedIn
Electronic Arts,1671,https://www.crunchbase.com/organization/electronicarts,Crunchbase URL
Electronic Arts,1671,5a6207e2-b868-9f41-5178-8d51d2c40a93,Crunchbase UUID
Cooper Companies,2271,grid.504109.9,GRID
Cooper Companies,2271,\bcooper\s+companies\s+inc\b|\bthe\s+cooper\s+companies.?\s+inc.?\b|\bcooper\s+companies\b|\bcoopercompanies\b|\bthe\s+cooper\s+companies\b|(^|\^)copper($|\^),Regex
Cooper Companies,2271,4295903781,PermID
Cooper Companies,2271,https://www.linkedin.com/company/coopercompanies,LinkedIn
Cooper Companies,2271,https://www.crunchbase.com/organization/the-cooper-companies-inc,Crunchbase URL
Cooper Companies,2271,f90c12af-7de4-db35-d401-357bd88f096a,Crunchbase UUID
Zymergen,290,10633393,BGOV
Zymergen,290,\bzymergen.?\s+inc.?\b|\bzymergen\s+bioinformatics\b|\bzymergen\b,Regex
Zymergen,290,5046059671,PermID
Zymergen,290,https://www.linkedin.com/company/zymergen,LinkedIn
Zymergen,290,https://www.crunchbase.com/organization/zymergen,Crunchbase URL
Zymergen,290,8a1ec47d-7d6f-122c-ee14-88ed8cb33df5,Crunchbase UUID
Deckers Brands,6953,\b(Deckers\sBrands|Deckers\sOutdoor\sCorporation)\b,Regex
Deckers Brands,6953,https://permid.org/1-4295906153,PermID
Deckers Brands,6953,https://www.linkedin.com/company/deckers-brands/,LinkedIn
Deckers Brands,6953,https://www.crunchbase.com/organization/deckers-outdoor-corporation,Crunchbase URL
Teledyne Technologies,2819,755137,BGOV
Teledyne Technologies,2819,907491,BGOV
Teledyne Technologies,2819,712846,BGOV
Teledyne Technologies,2819,98898,BGOV
Teledyne Technologies,2819,897209,BGOV
Teledyne Technologies,2819,774639,BGOV
Teledyne Technologies,2819,690944,BGOV
Teledyne Technologies,2819,854347,BGOV
Teledyne Technologies,2819,684902,BGOV
Teledyne Technologies,2819,768268,BGOV
Teledyne Technologies,2819,grid.421352.3,GRID
Teledyne Technologies,2819,grid.438451.f,GRID
Teledyne Technologies,2819,grid.474711.0,GRID
Teledyne Technologies,2819,grid.425980.2,GRID
Teledyne Technologies,2819,grid.474712.3,GRID
Teledyne Technologies,2819,\bteledyne\s+technologies\b|\bteledyne\s+technologies\s+incorporated\b|\bteledyne\s+technologies\s+inc\b,Regex
Teledyne Technologies,2819,4295912294,PermID
Teledyne Technologies,2819,https://www.linkedin.com/company/teledyne-technologies-incorporated,LinkedIn
Teledyne Technologies,2819,https://www.crunchbase.com/organization/teledyne-technologies,Crunchbase URL
Teledyne Technologies,2819,f4a46ffb-d12f-e62c-6832-a8c67e87607b,Crunchbase UUID
Keysight Technologies,2383,666506,BGOV
Keysight Technologies,2383,10649166,BGOV
Keysight Technologies,2383,10949821,BGOV
Keysight Technologies,2383,1048865,BGOV
Keysight Technologies,2383,10749966,BGOV
Keysight Technologies,2383,grid.498488.1,GRID
Keysight Technologies,2383,grid.459732.e,GRID
Keysight Technologies,2383,grid.473180.9,GRID
Keysight Technologies,2383,grid.502410.2,GRID
Keysight Technologies,2383,\bkeysight\s+technologies\s+inc.?\b|\bkeysight\b|\bkeysight\s+technologies\b,Regex
Keysight Technologies,2383,5041978269,PermID
Keysight Technologies,2383,https://www.linkedin.com/company/keysight-technologies,LinkedIn
Keysight Technologies,2383,https://www.crunchbase.com/organization/keysight-technologies,Crunchbase URL
Keysight Technologies,2383,60b3a502-7cc6-94ce-a162-13d6155cd9b3,Crunchbase UUID
Clorox Company,2262,759060,BGOV
Clorox Company,2262,grid.480042.a,GRID
Clorox Company,2262,\bclorox\s+co\b|\bclorox\b|\bthe\s+clorox\s+company\b,Regex
Clorox Company,2262,4295903733,PermID
Clorox Company,2262,https://www.linkedin.com/company/the-clorox-company,LinkedIn
Clorox Company,2262,https://www.crunchbase.com/organization/the-clorox-company,Crunchbase URL
Clorox Company,2262,459e8095-b488-6a22-0e93-bb13568a47ba,Crunchbase UUID
Experian,440,673963,BGOV
Experian,440,690554,BGOV
Experian,440,5347590,BGOV
Experian,440,739134,BGOV
Experian,440,grid.434007.4,GRID
Experian,440,\bexperian.?\b|\bexperian\s+information\s+solutions.?\s+inc.?\b|\bexperian\s+information\s+solutions\s+inc\b|\bexperian\b,Regex
Experian,440,5035445533,PermID
Experian,440,https://www.linkedin.com/company/experian,LinkedIn
Experian,440,https://www.crunchbase.com/organization/experian,Crunchbase URL
Experian,440,df535df4-1d9c-ee05-b259-784e5066270e,Crunchbase UUID
Netflix,176,grid.497062.e,GRID
Netflix,176,\bnetflix\s+inc\b|\bnetflix\s+com\s+inc\b|\bnetflix.?\s+inc.?\b|\bnetflix\b,Regex
Netflix,176,4295902158,PermID
Netflix,176,https://www.linkedin.com/company/netflix,LinkedIn
Netflix,176,https://www.crunchbase.com/organization/netflix,Crunchbase URL
Netflix,176,3a7ec450-5422-1553-6c6a-4b28f6d4a17c,Crunchbase UUID
Seagate Technology,2485,10717594,BGOV
Seagate Technology,2485,grid.462839.2,GRID
Seagate Technology,2485,grid.497172.e,GRID
Seagate Technology,2485,grid.438003.c,GRID
Seagate Technology,2485,\bseagate\s+technology\s+plc\b|\bseagate\s\W|\bseagate\s+technology\s+llc\b|\bseagate\s+technology\s+plc.?\b|\bseagate\s+technology\b,Regex
Seagate Technology,2485,5000785212,PermID
Seagate Technology,2485,https://www.linkedin.com/company/seagate-technology,LinkedIn
Seagate Technology,2485,https://www.crunchbase.com/organization/seagate,Crunchbase URL
Seagate Technology,2485,7643525c-2157-d3e7-39ac-372cbe75f4c9,Crunchbase UUID
Chevron,1617,grid.471079.c,GRID
Chevron,1617,grid.473921.a,GRID
Chevron,1617,grid.482401.b,GRID
Chevron,1617,grid.498097.b,GRID
Chevron,1617,grid.450623.6,GRID
Chevron,1617,grid.450626.3,GRID
Chevron,1617,\bchevron\s\W\b|(^|\^)chevron($|\^),Regex
Chevron,1617,4295903744,PermID
Chevron,1617,https://www.linkedin.com/company/chevron,LinkedIn
Chevron,1617,https://www.crunchbase.com/organization/chevron,Crunchbase URL
Chevron,1617,0393ec59-73c7-c747-c97d-43455ff3adfb,Crunchbase UUID
KLA-Tencor,1707,grid.462481.d,GRID
KLA-Tencor,1707,grid.436802.b,GRID
KLA-Tencor,1707,grid.425610.4,GRID
KLA-Tencor,1707,\bKLA.?Tencor\b|\bKLA\s+Corporation\b|\bKLAC\b,Regex
KLA-Tencor,1707,4295906904,PermID
KLA-Tencor,1707,https://www.linkedin.com/company/klacorp,LinkedIn
KLA-Tencor,1707,https://www.crunchbase.com/organization/kla-tencor,Crunchbase URL
KLA-Tencor,1707,3b45b843-259c-fd04-8e51-02a00b753744,Crunchbase UUID
Amgen,1570,grid.417979.5,GRID
Amgen,1570,grid.478179.4,GRID
Amgen,1570,grid.476413.3,GRID
Amgen,1570,grid.417886.4,GRID
Amgen,1570,grid.497509.6,GRID
Amgen,1570,grid.497510.e,GRID
Amgen,1570,grid.420023.7,GRID
Amgen,1570,grid.497511.f,GRID
Amgen,1570,grid.476152.3,GRID
Amgen,1570,\bAmgen\s+Biotech\b|\bAMGN\b|(^|\^)\bAmgen\b,Regex
Amgen,1570,4295905537,PermID
Amgen,1570,https://www.linkedin.com/company/amgen,LinkedIn
Amgen,1570,https://www.crunchbase.com/organization/amgen-2,Crunchbase URL
Amgen,1570,42cd77d5-9fd6-a2ce-63ec-45eebd518709,Crunchbase UUID
Autodesk,345,771992,BGOV
Autodesk,345,grid.450438.e,GRID
Autodesk,345,grid.505534.2,GRID
Autodesk,345,grid.432364.4,GRID
Autodesk,345,\bautodesk\s+inc\b|\bautodesk.?\s+inc.?\b|\bautodesk\b,Regex
